summoner_id,Rank,Division,puuid
c5SDHR2hB-0gra0kG5HSojmlrmIsYP7i3QJ2FfjNFbDC09Tsr9hVHzEKnQ,SILVER,III,RT19_sg8U7s0A9s05RmzBC4txTuhdtYG-4-a-20T1XxY4PDfZq7NvRRu2GKw_0aYU83-kb7ND_R9Tg
xBd-q4Y7dSf1DcB1idNlLD-T5im4xe0Z_xW6xLcL5W_VFa8nvVem62YMRw,SILVER,III,vFIqUmhr2Ztn4-XGUFW_lT6cBVkkIK9eHCmketumIb0XKBbv660mfrjjibb66d9c1ngcdnG5H8kUTA
4aH5YlwThWABXW8Us4ekbHLvUJ2gZLB82PXXHx8kNqXyu44BaSHOjPxKgQ,SILVER,III,IBQrGfJhJuC7x-1iPvhPQhGGjD1AEXnsDKK8YXNVaH2DPNOjKcUa0a6BzpM9aquhbPHnRiS0sn6N1A
tdbZ0XCSEInO_cP2ltD9EqXkXEwNT5ihRssXVfwoNbWUP2vmPMdpWB48qg,SILVER,III,pmrEvmJ8hil6_qD9J_dy-hP7_WFPTD7NJ6NHjGdBnjUcXACbG89XtyPfZWwzdxZWluILQXJlJc3aqQ
tlRgSy1MwIZM7Qdg6rlcMaPnapIzXhKYQ3RAYsqaaxMvDxVpRvr0O0FojQ,SILVER,III,1YCRCrrbcDm3co-rEh2kRZqAJ5O8n6kTYFPAgXXW_-F-oh4sNZV49Pwvt1JMwP2kNsez1q8jL_4NqA
0Aheuu1usG1pmfBSz7EOfYB52p16kr24knterNo7HUZTEQPt77kyqkCcGw,SILVER,III,e48FZ8FwWzBL9ZjPxa7ubUHvjxO45fnQRTQX3Htdb9GLpfcLgNsj45waRNReTD-A1AFmEGUGEvOWog
PDws1QDRa-BTiF7wfiSmmrF7OW_f06nL2a2dsRiMY77Da12d1_ZMsSqReA,SILVER,III,eIBGDdBfsJWNn189PuzE_K_4oBtG3AMMXGcJjya2k4L76a6sYkOfz-urSo3AKxxdR1Np8VrhsVdM4g
iCC9zMZQNt2n9u4lSo16zywiqLvkeTInVORXftmn8dfVFVmlMmkj_-xO8w,SILVER,III,Vg4FqFDqeZo0LAJ_5ogrKg0eP6Q3z9FL_UA5lNu0D9k7vVpqSD2bC4cqgmegs8grPQAi9vA29sN_6w
lAD7wIypu_R3nInbKxnUhGLUCnGB_JSzCFXfwCgvmvypiSOffzrkEAhDFw,SILVER,III,1dZpJy7XRtiCkLF4gl7bWJBeCsZaWWYGx7CW7oNBIyppgbjEvcqvpM02bOUL63KfaqnTJdV1fb0WVQ
MA5k_8K-ALqhlYbNv2-1hfIGlAYI_P6fekA5gPQ2OmAcyH_Zwv-FR8YsnA,SILVER,III,CX7b4MsRoO9xnnOC2UrRXyYQ_pUN0o0QBxNOlj8ezJA5tsk-rI3KhconTzdEAvkmrXGN-Q-82uclcA
Rz4S8m_xQAWymN8TzFdeTNbDmsD_76SashEVbSwyFtYPzbFBfLlIqBaDFw,SILVER,III,OP9nIpSa0SD0im5uhyXXXDF7n_Yw89U1_lYyphnRbT9jgl6fPUVOVyrC4wbaEBzuVo9Ion7_1kdTZA
M5B1e3oRCJiEf76K4wGtDZ_LwrIgGQ3xVic652IqyxD_u25yL_sYW17m3Q,SILVER,III,Y0StQxWCUAzeYjpw5Yn2KeTFWaam0ttpLigad9iOiDJYmpxq1aGpBa1UbDjsRVjvq_KSG5IRRhBH6Q
oRd-ONeT8dwHCo3bv4WZDWW00862Mh7eLDqYGNRK6kFHT6K1M1Cl8xgXxg,SILVER,III,MrgirX6geiiq_TgZ2acthwYIDlWyMlHNQk2ET0d1ukmapCv-O-h5u4SvXTRqsXCUIuE2wtXkOZWdpw
2-eEGVGFqOv1YxgrUhBac-bnUlBq-YK7-H0xzscb8RnFDnr_pPm_CaPPzQ,SILVER,III,H6G6z7uu0CxWs6WgfKF5_MFChX3U0mOECFILQglIbnYzc-eS8uwsQ9JJ9VI9RkpP-R3Jisw76mOMjw
Hvuj-Aj1_yc-Kv5UFYXf2x0pcFKBijTiNVk8Tj0VKq4-YG6ibJuVEPChfQ,SILVER,III,6zaRHe-Fu4v9ChU9-NaLO_d3K245huCY-wPRhi178VQzDBQvbvgOhP8UKbfbuzVyPSjI3ChU3y76ug
5Bmf9noEtnxjT8Ak5cE47SS_fUDdYKTP78O8F6my5Uv1g6DzU4ONAZsKcQ,SILVER,III,Q7VkZEne5bPMYs7hhs2OcF4vk7crIZaOOsRyVZRpPeEWZLonWqol_cuTlOcuijS02eM9pqsp1y-U_A
s3qFa8_JdwU_MAEqwKbtU7Nqj4e76M2donqerLOyvBc0PsneaZroj1736w,SILVER,III,FxGjv99-XVHxM8Svuv1OZEdh0yHABIKgsaTk_wkm4hyRyJtpOUbh4PBH6-i79oAlpDcHJ1aQbhv-rA
gUxrybWPwDfur-KDLYL2kKYfhf23mJDHszLpUD674bAB6EqaktAm6TX0-Q,SILVER,III,O5jC1B10N8TsD9KdqXw9hEJeoh_SZOOqSz8MbB3_HTo8AbB1Y74J6L23iamNaJYD6kLD_7jcK-LnYw
qgzfXHPhBfhvfE0KTlRMAODryZP-WM-tc-za4Y_a2MGoVPW6MM_CUFJdWA,SILVER,III,-Oj7aPm8m9-DCYBDRzvugyy4QmvIGRiWb0zJq19DxLhjPaQ_O7-oc6pvUu_-esx8KGsQCSXPylUdLw
BCoKo0_W_HL2Ted7fwErfhILRJ48gKUquybdoEbigPvc3Xsc_d_WJ4x3zQ,SILVER,III,EzI0iRfXs7ImT_EirIiAdPAx4Oj5TpCIF2iJEqKWPRzBJZNTIRL5TPyfhl_slqJtB0u8GCMp1fdjkQ
jxXaaP4nZYsyT2L1cq91BAAywbHrXLGdxQdrFXZZ5xF57wzpzQ07HLda9A,SILVER,III,TFdZuHmC02x5LEki4N0Gqakg3mweiGBT0SYq46hiHiSkbTkyLghZEh9qOa7h9OTdxM_1uY1HxTv9Ww
qAdKLZRwEKnMsI2_JD-FKUvMYInJDz6X8jJFf1yoiMiLKm7yx28IeCRuzw,SILVER,III,VmDpiFnShVwNUl4z5T-EjAYWb9qVIEUzaGCjGXVWFPfBT8fMvEn5CpL_ARFfIqolHJzJmB2SuyO7RA
wE34hbzxsYblrEEtjxSpDIGKTva9jhJJ_pusqk8wkAWTpUsSCjSvFejD7Q,SILVER,III,0nQzhztjFEhvr-6nIeLWPqJn93DonfbrJhb23ivZ-yCoJ74X7l0rWHLKnZpLqX_ZwszJouxFfl-uPA
OaY5cK41QLGpjxnwg-3ZxMg9HdBmH6I3ko30CtznJcKb-qdsi-IO1YCcgA,SILVER,III,JpWVn2XuxiSBeBki6PPp90UTFWq6KSXCJ8wWxqDmPqOKCRGN0MP6RGE8ss83jp7eshUzTPl36hmPGA
UMiUzEP1AdGC0A-IUfY4yIt8YjKVKFf9FTS48fDVv686Suqku532qLUyfA,SILVER,III,YuQejOzq1oRhz8tnwkCfvqUzR6AcVpMPW9IrbACH4QwWu68FZscONV0iap7B9tLVSu6nh6NQt6vt-g
gbQ4GTy5OcV51ZUXuYB6QmMZpbFsIuTpGbzSCyoeJJO8fZ4b4ycMhcvCPA,SILVER,III,CVDk0olP0TS-tAAvRRj8j7rJm5dR9zcF7e59u8_jdtTlsBRG0Ti5PG15y_O0oV86z4X7MS6bV19vUQ
reH6SFRqIXXW6NG5R0_9ApzJ56BLzhtfM8Ge3UHKoVt8pzVcZsv7hr-mxQ,SILVER,III,Gei_6Ya_AyaNw9cY4DDBfKy2mbPVwkMqTmEudn8eocWP_RJagWoVWlV8F_7lzQGGZu8QD9VHwd5AVw
YzgC4lfrvvj-y81LPwYQvHByEq5CX2TiKveOZIGS9YTjb3Hc9SxeUMAf5A,SILVER,III,tYSDZ868PkccT8KWogrRTLZ13WR4WhMdMrOexXl-9HveiIiney_Sb1LHohrbWAgdzGdnnolnoe-8IQ
DDyORBdqnnG5FEUDBlMYsJuPR37ayu4L9hWi4CdNYEb9hV_a4k7v2YdkNg,SILVER,III,CH5vIbM0ZmI0FFfQAVlrpNJ_72lPJ0b-CBq5COqQj-fWzv5hMRulSX6xaJCVKaB0kZ7Eh_lBdusu5w
9aTsTB1orbpDz0uUnafneuK_PRlLIY3sJ9OgFbztpCqqX0A5Sl0tl--gkQ,SILVER,III,EpjzA5cmoboikiWacpNST7M8E_H3JWJOkQIz99Pd17Kry2ebWwXscezY78iJ3H0729G3qAJOvPDBAw
MQTbL5h9za2abJJ9ufS0jdlz0jlH7RpWq4ExAyOD1D824UbLNE2sx7JHVg,SILVER,III,M8rKSWkqMIOc5q61084GXmbFMHSNW9LoL6Us1vU4kUEsj7hOG07VvLbCqsPlQ8R2M1LWimYZRT20Ow
u0PRmY8nxkCac04iQaLvp8wUixlFREouycbMbiekAMWdtY5KMKuZznprHA,SILVER,III,Yzf9gfjwYOuX0cwVNoFiY5da7RdgpuWZKEwdt7I9SM27rIc-TSuUQJG8WZSLQneu9lmosKpdrgNOEg
1yjAxarSWql99840dm-aFssrGIl0c3dp43dMzRSIZrVbqr-YhVdpogwk0w,SILVER,III,y9kpzRKRfiMFQXuU-NzAory1PyaT6qk-d-TwawwES0IumqJXBwQrThkTPsx07qXA7bt-A_PJnBS2dg
dRJnbLSUgMM5w2jZeRSUHV7Q18oLU31NQESikPwi8FNDWltiY9tzM5ZAHg,SILVER,III,wCd9iS0i9RiHMWpLdSAIAssD-wHBTgPojPvrZMBR-7UE12NfKcWoETteFx1ZN39-D7XR0FZHD_WRdQ
dPqPxDoTO2yc9hVTrLYb1Nc3jufbWjZmGMNghXTcpcNeE09LG5_1CtR-XQ,SILVER,III,3WSHE0OkFzbRP4XUP87l9m_oaUZkw5UfhVZgKsO22_0Vhi_MXpWhPGapR5piWJPaSAmxGAxrFJlpGA
KuydZM0iocKzf1zloUOUj6X6A_oksLH812Zjmtn2jbfS0oIr7DJQW3vIaw,SILVER,III,lur3lPLgPxOPiIokR_NMZvfr4fUFfxC95JVh30IiC5JmjnLlDF1gBeyLJidYv7X-yBwMR0KSLslGFQ
HDNT0rFeco6PAWLtoRwkic_MXflDd8pVLowQdS-lFlDTJkRDoyi9P3IMNA,SILVER,III,yPCFRR9EnBrIjKz93a7lN9bNt6eFaTEZt5847PdbRbPri6-PCw7JTciLttGJPJKSNQwUjA5IKspgTQ
rpxSlvIlWh4g7wXnyE8rr1d7K-_GMk7j4iJXe5wJ2-2B9sNnsOQX512hjQ,SILVER,III,PHaFegnPeT9ZM7YhUBGKlCoFsJChPs1iVKJc4YHJAe_dQU0BHllREejU_CYwGdn8zGHsiK6ZaoE4jg
fPls6l1kBZbRj26T8G87M3RPaqQoBzS9179kInNvDqrQEr10EzlJIu7BZA,SILVER,III,ln3eg9Y2v8NnNlTif73Q6yiPzl91IVn8ukhBBBwKqke6p3L7j78uKjqLbePNP3KScx782nbOmXTE-Q
E06NurDzeEx28JFlakoYPS1bWUZd8CCOPaRsiaFDtgRaBYJ4MFs5wVP2-g,SILVER,III,7t-pcG2hKv4UduRkUU8RWuM73wR8_ofJCJL8KGnWzA2Sr5856SJCKjamf5K9Vol3dEfWNmMvriIO_g
fUXNhPgF9_yBpref6-fUoJQe7dzSI-3aOL-HsR18Lhl6Xhs6HsWFV-npAA,SILVER,III,ehATLz_BywIicm9_e8gqU5SmKTWUs9QmTBB9nr5Y4P6oxoe01UrhU84zcWXa6xsBCo6-iOQbirhGUw
ADFOOCkAJsVR0YgJDvMu_-r0_eE1uaQaQj98EKEqsjWoTI2DibSB6n4bvA,SILVER,III,DBd4Tp4amh99yV84OJinCImdNd-vzJPkmY56ARbWdqAEQmp4BmRL-WWpgsXzGfgJIF_srClhVP2t8g
5VJc_igKjTWrLvvr6JM_xsUNO7CBhSbXELQXjlKIJI2mgZgsXbmzNnUYUw,SILVER,III,xZH_rRpOE1IAbc7Zyhu4pHmCctaZE1F9A7Ir64ysLLVecsfvK0P6CPPfBSRqZ9wKSqB73kpRveexuQ
e0hnosxNLieEsJn-HENjG8UaK1x_nUGuJLICjZRs_t-LhLy3q4hZqzrBcA,SILVER,III,Yugywto2V-84ZYldBI4pfj4fp1ouXDRurv33Sc5waa5h6x0kCJDPrzziorsjqcVUWs8oCWwAm0rQMA
e29b1YRoFhXaR0UlnhUcsssR3sSSHd64HLOp615sDZGj3bkXJDUavUSvTA,SILVER,III,dhDKFyfRDefrf43_u8SymJ7_CfKMhemK89ituz4IYjbuThPMVg9awbOxuhyyMhASNx7vZpkN2dAxQA
Cm8zAxT8C9SDGmy_JeS0qPUTbIwALCal_rNeYALfISSr7OiVPZJ6rCBAlg,SILVER,III,sNvD2A6-lLWX3om5Ub9WjqwQULqDDowyBoCQ4Ka0HLZ_B8quHsd1GhP9S4YruqU3nvm0aejqFb0l8Q
lc7ekB1On_bkt3I7x4cSdJ5-VybuzyUJAQMEOwl0DfrOJUQl-7HIirWIkg,SILVER,III,IHA0Y25YmqZpih7Q0kKXn2x6Uc0gJI7z6UVlICkPlQ57C0ro18olm50p6pAUwUx_3gRidR6XZd-QHA
mKXEJS9Kru4M2m-KwU8KFDu5VNtyetpsrWzitUP70YqLEemwmkA672a1tA,SILVER,III,DZ79f03eB00b0V_JqsGKSWpGXF61jbJiw0KJtWi_tsvCF20a4xRUHFVtsUYTN0xVwMKsqF514yuDxA
7cvh4kItyc4Can5ZEmChAstiQdlUM0MHdvnqx_pm0NDik1i5Dt2pWaGufA,SILVER,III,fReAQp3SQw0JvPdEMV1reGd-opbx0zatWG-vpl6dXR4PSsYOb8fPh_08-MTMZucMYn7UoOt4kezSJw
1ddrD4X1C_63J1vKAJfbFKmaSW8adib7NXE_C8ggQAOXGg5C6DlnZQ8s6A,SILVER,III,bHyw-WICvH_QYwAUhKJGXWRGd45m8LpDTfhYPFfhDO-6OpmGvqIK4YuwulGVTIWqFilohXqCCIF6hA
fyZd92ImfxoAvi-1tDws1LGGIOWall6lHWJwM-uS5RcPCFUf-e_V7Ia1YA,SILVER,III,tAB2kF2KELXHY2tIUTJMcmbERNjbzFpRvaGWVnnIOLOL6WmczK9823SfJ1-GOUAh7wpPyZ-p6Vwg1g
RV42-xSmLZLonymkgA-tSoAIG6L51yjEn0Psk5dbTgPUy7aZKCPJWCloTQ,SILVER,III,CIzDjHr5xMr8lv4yFUpG9XfY1-6TrmFxJKDbLd73wiFxApQ4gRhsHt7Q2cXHHCXlccVjwMKVuPvhlw
9-St8DVmR_-W_0aXC-AzRpcOqDdzdJhQF9vdFr0Pij9SdMQ2d0WlzQwPqQ,SILVER,III,zM0jvMaT6QJvHsg2j1k6l3jzu2iKTCciRPEHCJVz6xCRXnS6DlDjd11-pJ8qa28IfSg1E8vhSrYvvw
eIgn613DxWk7Wh6qPGwFoKUpmwdauxsLvJjUgZgW8A9uGnftXrwDOXpJCQ,SILVER,III,kQ_5emuxPPDuD8dAP6aN3U4CHceRdwXb0zgbJkaVrjH-M2PeUHC0Esovmnxmb_rQEF2y7ll5pp59_A
NBSxIavhhZ85P7kZw4cW8VNO_DKxn2XAFMtuBM1bCK6sZJecpEd8PbEWEw,SILVER,III,BFPzyqnASCOPFH8ZyB5n-0YibA4J-VFZMHyQZpRDHaHqGkKVHwOfl1d0iE7o4frf4ag_jcOl_xd29A
dbuqvjrBTFARLKSfRw1-vL3qrn73LS2lG4JoWGtnQHYfmujoJjiG0FOUBQ,SILVER,III,AX8HIB-d0D6cAz2NFIcEfwlzLaH-AoQHCKMiua_zDnTf7AvC7ECqIRJ6e-AXCHhGd7lz0C1RFkD4mw
jam4WvVBmeEU3oK6weiE9Ih129rBExCdfSmbx148fItCK9RHchxpMjMPrg,SILVER,III,iDcpYDRU-2s6gZk1IiSQLfNiNyxhqhxwSz9QoHq5qbP_ql8k1afLCXhD53hsN5NFy3M84bEXhSjQ1A
ojQSELPvO4WyLX3fGnSWC49hfaltx8a0xZXt7S4heGJb8d8wv20ie3WaQw,SILVER,III,Oefj9_gjcjHhqQVVWWSrRfr6s501I3l1yHRmtYk4Ue5InE6r5AzFEPBjP_gpGg3nS_3BzRynmAk9lQ
chDZGGELAOz7J6k3pY2XgL82DvixJqXiJjl4U3bWtoPVqJe6-0NKPLdr6g,SILVER,III,OcOp1JJJhp0LykmXnJie0XrP-xpiTG-b-AoI-TGwWAgpcZC4B2IJkp381LtBKtmNxspyCFA5wcJo_A
OHamiHRWvVjt-fKLAc4gDeJZrSorerzPaqb9pU07Ye6UKuMuejbzKd2-RQ,SILVER,III,Tidu9IxJiHvdhjNbWvpY1T8UcOh1TPoJ1dLmnX4lKlVOweLdsXUXD6c42TekcU7_Vz3XTnrsCBDc_w
SeMfqSCBIGGRCnElRT4gQwi63lVFkrGSeby7pAM6wt18gxq1oSvV13negg,SILVER,III,xibrVTWIld-CyKV35sF_2t2nMejCymQH1mnDmUHdbnzEMrK1i0aPLiHIijgBRDCI6TGbmW4WzmmdjQ
ltYsFbM2Olc07ZIAZbzRLsLMd8o0gvk_cJIpcvf6cTlzdC0E99UcNfmwdQ,SILVER,III,43YphevGwzvvavqlpB-Gy6TBsvtVbtb3Op5_3tZBGr_RH5-zbwtx_1Ny-LIdFBIzHRkbtX8U7U7cyA
QsQO81hNnMnxPdCPk9Zw11cYOK0fB9xcKdNnpiw2RZadfy698zBdOUpnIQ,SILVER,III,oSfHvJ88X5EuC7kPLUgb6rQypIm_NDR5n3vaKpEcxyflrvCIF4AwikFKZ5zjbnL42m6lnUh9iqPOiA
IuB0qcYaZglsStZ7imRuaX45r0KdIYAwdkpXm_TWOM-GPjSubhHD_o2Yxw,SILVER,III,vvnJIu00dIBfnkUjdTjFmzzXnknSThevLZoujZZLWUzxFITtEeRbS0KmeJwmK1MQ9KnOUsvw6TgmgQ
N8s4EaA5_K8XrkDDpExMeryOkHtWiH-v3fmekGA6tnJkTiD0RFgNmU6mXA,SILVER,III,5NZ9eopus0bnxl295h9eioQQjAiWSIHZBlFEosHErh0WyhjvjeTqmlV2nyeQqrvv11IkkAhRor9lLQ
19Bh9CUG8-LxuzoJ9lrMO_evllsxDGRdTDJ4mFiT9rQcX2hhQ9U4GS3ZaA,SILVER,III,ayXGf4LwA7LI7qtiqGrH4VTapegL9bwqZOASjpFfA-vyuCGXpAtch96El9C5gKfk_3vYinlQiyVVTQ
_kXVNGlJ85Ig1NtJk3Dm1NhlVL5fYKh56ScqIjPXiYHz8JEYwamwlasZSA,SILVER,III,bkVCt-OOMmDgA3X7hotZ1CukBYrFi2lhPr-rkin_6yQeTA_j9JhywNq6MIo7V7ET4OJoxRxGs-Y12Q
w2qn6QbzHO3R7zTCZw5le0x2s1J31-M4Jtkr7D-7CSO961R-cIUgZSAcEQ,SILVER,III,fOAI4JhbZGovy2FfC5aJFJfr4SMlShMqONBe0DCa7B7oh5-Xm7HXmu8jE5CGKTF1NkJwVOev7j72Sg
7FSynMiPUYHecbtM2qJCtDxbFMyJMfe6cL8473G-M57qXco_WF9qRafmDg,SILVER,III,LMKKIL4LrRHFz6eNXkQzuw5qP_Xl5LIzknUNkH7ptxpiQGWSbb7AqsRNhZN1vZrXkCEjrUdtSoEkKw
wW0wgQQ8bNTBBIWEqdBJsEWgfLTqbNWwE1IG86ihodzFGEyic5pumbzbew,SILVER,III,9PQcXHEVsDVwN7J7O6XKuTj77q2ZDqgElgmj8FF25-708HcxcpmXzqebPUtxjS4UKnXUxt2k7oIhVg
rF0Tvz_N6CUGNXUFEQoMVsIZKQt9zFMuP3hOpS4EdxvrefgvsDM5A3t0mA,SILVER,III,3tzdTnbBVYCBzvxfsRxw6JNJffZ8tTJDMayMO2VsIccGa-NHzCK-QtGnJruLQ5xmmM9SLcF-41B2nw
TlqUO1vD2Xi5kPggp2NNFDMXDWkIwhpsZYwZOgOTJ32t-9s-xqT1O4Y1CQ,SILVER,III,x6vHkxy6r7pT6MAf2xkqQLt4BT7ufOqUWPexlP0Nsfc1S0rl9sFt23RTwEsm2YDEn5elVw3_vMyY_A
41KvLcPfWIinuJZHE-1NXsoyPM70wfUtlUfeV1cLiNcTESK3ZeCJoQcXPg,SILVER,III,kOCTubrTCIZUOgdjaszqvj5c9MOTiCnxWWOAhE_mFzIK2Zt03gPgjbU-W_scFuUq4JCdGBZWFvlIbA
TSePvw0ucsJ9CGLBXTyJOE0W8hnqIOB60XCLSwN5_HYu1Vuo8wcr3Q0KcQ,SILVER,III,Rxti-5tpcpOG0jH_xVaIXrBDQk1yovQHzEm_Ejyp8HlzqUXhd7O-VlDvn3MgGZqUTk_4jHaxvepVWw
K_SB2FQmWZeTWSQyY-d3MpJEqfm13BsA6OEqMLC3HaDYchckCildEb5c2g,SILVER,III,8XkxD3_o_1TEaah9hXPXPI4EocMS0f7NpumK3qR8pKFexnya1WWIRiReH6jehBG_wBRFqSjOV5tyOA
cwYoL9TIi0gDjk9EIjwi5E89K4qRtj2r4m2V1kln0wHCB5WI8jBKJyXZLQ,SILVER,III,dxjrEcqjHJn0C6mJ4TjWZ_d6VMhe9AVdjuhsKXGDs9QwUkJic7dAqWhX-px2ZLsWPyeHkVDwK8sw2g
o0aQUEnH1T6zldoMYtYX05ZsecQb6cZAJC_TkCmoPAZeTX04J1Jnr2v4nA,SILVER,III,NqOyNRFvAWnFyBGDg9j04d5vz9wisZfslgcUI7laWUx-bPmMPk3C3dqEqwHO4S0xH14T66PxeTbjeA
SwNRnxnfl_FgmefDqvrLPsjZl48KZ_JXStA_sHfhJ9St3V5vVvCdhRFTVw,SILVER,III,gY16ICrakQKAmuL7ld71UCRAMDBEwrtHn-SUY0JXCkSgKMbSOHwO_XanOHa_HDvrSlqO376x6kUwDQ
fyFiE7tHc5MtSVaVlWAkfdboacze275t6ZBtf9v6OfN9J_QWEVU5aGTJew,SILVER,III,xU8tSXqUxL54298HcZtZWokyEQG9nUjxB7-MCnDkcBnnSPNWYh2z7-nqpoh-dU9VL-CqFwG_N202Yw
wT16Zd32HcQVpLn9fly9FxScoR6wLfrzbErnOSde6TG2KJvmvgptyI5eQg,SILVER,III,Aqur7V7Tqtl6fF50-WHL7-T3tiAbXDmHKK-GSrw1xa7M14JIZyTzLEuo8RS-DqEz7Q5XXPNBHB4zQA
FzmcWgg5d44uCW_wENRB9uu7mTnmgguqvGUcu2y0rBJ5YmrMYSI9kSRSUA,SILVER,III,eOrKZer9ml0k732Te8tv4zeznHeSMHvAyMa4y6C_VxYqLNogu7JAjdvNjZUrwTuUKuDQGLd7OOscQQ
i7kBvlhHeJ4YjGrreCJr38URf0Y3Xyr0FEiuKEPJiKVABlHoNLIKIDmVyA,SILVER,III,m9aioWx-RRS_PXBqpTtdkhNAhyYRv6jFWvDd-1xsNLr5UHNC98ODaNkooH0ii-lzLPClQLWIUtOmPA
eTFDlGPiYQwvrLBYwjA5ldqMVCn8IoTYSLOWuZBRYEyaysY-dIOzB-exNQ,SILVER,III,tyX-e2pWzDonWNhHTbsqg6xHsNcuc3ZROjeO-T0H7EYFrY2YvNJcxbqxMWm_x8Y_bXu1bsq7s1UeSw
l_gkV7kj8mBbLcp4ueFBvua0QtibgEEqWNRj20_M30CydSM7k7zIfn9O8w,SILVER,III,RXSFEqdisrG4PJsGTFzf_G3Js8cSOtONxXej6s4hs7O3VHl6js1aqsFPrQxqAJ8C2qNVNp-6BOFPAg
vkHtT88v_jCtTol-HFP_b1jh9pXU89bBggvKZnp6wwJVT3gJ76QH_akMMw,SILVER,III,rcOgyVy3tZE8afzgPO6wBiP3flOMKfG4BfP6q9JVBiOsSPb2TDvSvVCWyZoYKv8RDx0lC0x47UDjcA
wG9GnqXM0LLmUqg36xTunJY5MksNZzTpb-Ks_QmdaOleWdOh5p-vbTiPeQ,SILVER,III,sixDA0MfkXcAnxBr1DNjbyumHgRQYAkCcKy7VsefqcDsf6fgQbJDF4I0ogGSuh5dPyv0SiCdh0guKw
GEKlTdKGtWGkBE98UAUIpROuTZoOdcFFYeFz-uDTcK_56gAKvXqB-FB5ww,SILVER,III,B4GtZ9WX3iMzUwhsO2dbTmqODG0JmLYk9Yg-vGLhrswhi45KE5Hv6_qmKv9wLp_e4lSkHAFblOH6IQ
U_fBXhdihnJjnIAOtIfzKl2MHa-OKppGBxGKMB4-X7uqwidHRdyxhXlUbA,SILVER,III,VXoYkJVJwoyChNORyw8QaLSKgYj0GY6ULES7Fv2G3VTFM-lVb9jH1as_0pi5kXQ8TAtTzK7yPUkUSA
pqTxn9pzLhrN9JUVyrcTez6mbjFi1E_NuFDG9q4jk-U5-OI8KJpRIuhyMw,SILVER,III,4Ys8K24Wyjh6Ez3H-jLUTURp2VluGV6T29N2nKfuLH72XMYxIVQ_kW_uxC-O5JR9quZB4GVTOPc1WQ
7-wgYR54pCKLuP_oq8LC8mPKT3_ZyIN7qiLaoim41B5wQyKBynZJpCr0hw,SILVER,III,hQkruobSl2qdGKSWEtxSdVWi83pRe2wu1gnPy75OEEWHfhfDTxn_M3jUHNwQIvWH3b-BNV9o56LFfQ
-PBdofFeNFI4HcyznZlojUX1XcL-9LiWl-EnsPMD8L2P90aWpeQTMjVG_Q,SILVER,III,rJMbDu0Z2b_Q6bvgN0JweARRGW3SEx8_KCmshAeBxQDv88MOTG2uLcnU91HyXq3K15NcDX7Nq_o49A
jbcQdxUtHp-RFNIVhu_7DwQMSk6nFPPPlHJSB1PxHeEjVmkb06OqG3rvBA,SILVER,III,_fwesWE9O9FxMViI21a-NnECnTpRGjFQZb0NDgmrsasjgtlaFGj7fAggpNBhpCt7y_586d3NYOGA5g
M6Wm24p63LhddFJyt1XJct4v0d6r6yhxTPyvakwXsprtYfzDnFUqKiNdHg,SILVER,III,tDtavAhmsJcTeR2yJApAtnLq30DbHsJGyMPDFwHQrDX_dzCObFIA12viGZaRSDsO2YiApR-1eQlYnw
Hi1Vzj7w5fiF2sfI2AfVpZrsE7P3PREcP3cfdJRGJrqCp28ur6fPVhcaGg,SILVER,III,4HQZynRib2gmhUlxcqv4PCwESMXzG7kTKa9NV7fYx1rHxbdIqF0r3HQSs62_-YpO3almVtmavpzkOg
XzXs-ygQ3u-PlTpCzW9EoeGQdfkfYzkTw2_GXwFvvb2d2DRB2EhH6XsjLw,SILVER,III,SbtLQqVJG__JcHugG1koXjYPQGFIibTYVIc5ufwgxC96EdMDQylqXVtBW3DqZK-kE5bk0DCtBLUOog
zfcunB9uwn79JkAZ0nEsckT3p2xrdZWVGaXdYQfQn4TFk9fRxFGAg2DGMA,SILVER,III,Kle0ir_MEo0_re7NKCk9jsx5Q3WWyPeZYQnnmL83QZxg7elZ_OGK4AxhGYGDhaPBZYD8MNn8Cu8ZiA
oQx9ZKCQA2zDK8FWP1vKM2GoBy_Q2415HQ_IxEDQql51bhiwEGyHWqLDSw,SILVER,III,pW0neSi6sHcD2qmVi3LeGafS_OBJwLV8eCfIrCGeSv_JmkPtAbfVV737Xw9jjQSKuME4uKzGRc2HeA
85dbkjucBSCut-zwy1Ix0GKcTP9EmdpzfzVBp2QI-koE1_620-eT_LHbIQ,SILVER,III,4zmZCsP3MTIEnBI5P3ue6pLPS_TbCz3ZOkkl3ZIrfqx3tUwn7mhMPg9-TrEKCw8hhsm3d9AQxCtiSw
iEM-jLrY0bayoOxPMafuFpIhpc25TpFkzon3ncYcNcJNikJEj_PzeTKUsg,SILVER,III,HK_aZqRc89tqQrOJI4MwK2EBVjSrFs8aKgSHYasdJNly4AwoZ_9I34oJce0xY1c-IPbM123-0P4Mfg
JdaJM-AwAVl07L00V-M5PN1Tq4sBFJYQZFwbVIgZx4lkDgPzrDkC4RWuyw,SILVER,III,qaS3H_LqbtYLEf2vGZfejcuhg9_hEUoiORmik5DtsBcswfosHLboAOUNpZUHJE9C31v164P2nxt4Mw
